"Conso" "Temp" "cosinus" "sinus" "day_length" "teff" "seuil" "T00" "t1" "t2" "t3" "t4" "t5" "t6" "t7" "Date" "month" "year" "day" "weekend" "wday" "quarter" "season" "holidays" "jc" "lagholidays" "leadholidays"
0,633962818949097 -1,81968901344199 1,06792779057409 0,804879921615365 -0,894241890758551 -1,82710287362678 0,213352409726795 -0,842041184150731 -1,57244595138443 -2,08105562860467 -1,82127165301256 -1,42952670108168 -1,89090979649745 -1,5061277921197 -1,98771437507409 2015-02-06 "February" "2015" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,529899087635398 -1,54015524476748 1,05335813670244 0,824483807231378 -0,876723157332948 -1,64566929168593 0,213352409726795 -0,842041184150731 -1,43183725840995 -1,90850653209144 -1,61953797555395 -1,49141489866072 -1,81592585801931 -1,57848251646274 -2,07750075595905 2015-02-07 "February" "2015" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,359825951975322 -1,14957381456473 1,03845766279857 0,84383062898165 -0,858986881437056 -1,31304620824782 0,213352409726795 -0,842041184150731 -1,10935427778369 -1,50181098975537 -1,04381226227549 -1,27366012940115 -1,53664894429968 -1,43760136006995 -1,9051873186011 2015-02-08 "February" "2015" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,470914193991451 -0,950070946784704 1,02323078419448 0,862914653985357 -0,84103951305027 -1,07159183882126 0,213352409726795 -0,842041184150731 -1,22474510734427 -1,30974968942357 -1,25473305218003 -1,27174999984624 -1,14642640732157 -1,11449349051693 -1,49904722123635 2015-02-09 "February" "2015" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,461990791438201 -0,92632972259591 1,00768201294292 0,881730227234024 -0,8228874019434 -0,969244789074884 0,213352409726795 -0,842041184150731 -1,04554544156973 -1,1482957676307 -1,06410046892693 -1,06813018929299 -0,947106856570982 -1,23010791777405 -1,30724822887783 2015-02-10 "February" "2015" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
0,497471450845746 -1,1683370401333 0,991815956480385 0,900271773267224 -0,804536793743047 -1,11080099087528 0,213352409726795 -0,842041184150731 -1,03790366477764 -1,45245659186134 -1,35158052921424 -1,19687292129382 -0,923387447460548 -1,05056100921911 -1,14601481299079 2015-02-11 "February" "2015" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
0,516059281734865 -1,41034435767068 0,975637316261819 0,918533797824708 -0,785993829023322 -1,31738775951457 0,213352409726795 -0,842041184150731 -1,17010640328082 -1,51061061108531 -1,57934435860299 -1,27518823304507 -1,1651723919411 -1,04290442463255 -1,44976022917609 2015-02-12 "February" "2015" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
0,394956420461758 -1,18212226708163 0,959150886367483 0,936510889474473 -0,767264541186667 -1,22473194831647 0,213352409726795 -0,842041184150731 -0,715802772990988 -1,45130881516613 -1,10812204939702 -1,2851209067306 -1,40695733642166 -1,17536333798012 -1,5078348244719 2015-02-13 "February" "2015" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,238603941036342 -0,805326063827217 0,942361552082363 0,954197721216287 -0,748354855252865 -0,954520595632864 0,213352409726795 -0,842041184150731 -0,6248656291651 -1,2860289710559 -0,722646123019755 -0,992871084829588 -1,17894495206974 -0,720179384308855 -1,44861402005841 2015-02-14 "February" "2015" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,270319429785215 -1,2682799355087 0,925274288448549 0,971589052060189 -0,729270589675491 -1,1968401852407 0,213352409726795 -0,842041184150731 -0,758214634187095 -1,38512035907569 -1,03539074253339 -0,936331250004295 -0,80249497522027 -0,629066027728737 -1,28355990711243 2015-02-15 "February" "2015" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,460983786454429 -1,48807772074044 0,90789415879103 0,988679728579516 -0,710017451195276 -1,37109321219501 0,213352409726795 -0,842041184150731 -0,786489208317833 -1,52323615473262 -1,4028752403707 -1,07042234475888 -1,26502345287374 -0,762673428764288 -1,38251596093884 2015-02-16 "February" "2015" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,445966980727665 -1,21352195068616 0,890226313217317 1,00546468643797 -0,690601041197737 -1,27309543889557 0,213352409726795 -0,842041184150731 -0,72268037210387 -1,50831505769489 -1,29224709466759 -0,964983193327923 -1,4846192727026 -0,791002791734577 -1,52044312476638 2015-02-17 "February" "2015" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
0,482562743445649 -1,44863665474938 0,872275987091358 1,02193895189028 -0,671026851474744 -1,4309788090274 0,213352409726795 -0,842041184150731 -1,01230371252413 -1,45551732971524 -1,63867779314964 -1,20833369862327 -1,21031578347386 -0,727070310436763 -1,50554240623654 2015-02-18 "February" "2015" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
0,459614908073255 -1,28436270028176 0,854048499482183 1,03809764325606 -0,651300266646491 -1,31012995272612 0,213352409726795 -0,842041184150731 -0,971038117846841 -1,51175838778052 -1,1931028395219 -1,15293994153093 -1,4452144478901 -1,01725486626756 -1,45281678682324 2015-02-19 "February" "2015" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
0,470497598432494 -1,10860105669052 0,835549251587752 1,05393597236632 -0,631426565675203 -1,19259906131643 0,213352409726795 -0,842041184150731 -0,760889256064327 -1,26766454393254 -0,966487399188889 -0,803004207071677 -1,28109143969048 -0,97590930950011 -1,50898103358958 2015-02-20 "February" "2015" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
